Year,Banks,Gross_NPAs_Addition_during_the_Year,Gross_NPAs_Closing_Balance,Net_NPA_Closing_Balance,Cash_in_hand,Balances_with_RBI,Money_at_call_and_short_notice,Advances,Total_Assets,Deposits,Credit_-_Deposit_Ratio,Ratio_of_demand_&_savings_bank_deposits_to_total_deposits,Ratio_of_priority_sector_advances_to_total_advances,Ratio_of_net_interest_income_to_total_assets_(Net_Interest_Margin),Return_on_assets,Return_on_equity,Cost_of_deposits,Business_per_employee(in_Rupees_Lakh),Capital_adequacy_ratio,Ratio_of_net_NPA_To_net_advances,Interest_Expended,Operating_Expenses,Net_Interest_Income,Provisions_and_Contingencies,Operating_Profit,Profit_(Loss)_during_the_year,Category,PCR,Credit_Growth_(%),GDP,Growth_rate,Repo_rate,GNPA_Ratio,Next_Year,Next_GNPA_Ratio,Consecutive_Year,Delta_GNPA_Ratio,Deterioration_Flag,Credit_Growth_Recorded_ORIGINAL,PCR_FLAG,PCR_flow_over_stock_check,GDP_ORIGINAL,Growth_rate_ORIGINAL,Real_GDP_Growth_pct,GVA_Growth_pct,Investment_Rate_pct_of_GDP,PCR_stock_based,PCR_ORIGINAL_UNRELIABLE
2011,TAMILNAD MERCANTILE BANK LTD,115,141.13,29.31,60.1336,798.1952,,10758.6524,16117.3044,13793.2918,77.999165,24.224853,42.789641,3.662225,1.74,19.958466,6.440562,959.18,15.13,0.27,827.15,298.02,543.89,183.3121,434.2095,250.8974,Private Sector Bank,79.2319138383051,29.8161476571911,19.9,10,6.75,1.3117813900187,2012,1.28805986287968,TRUE,-0.0237215271390137,0,3.91483859542177,ABOVE_100_SUSPECT,129.888825905194,19.9,10,8.49758687599316,8.02988178640115,40.1198616832315,79.2319138383051,129.888825905194
2012,TAMILNAD MERCANTILE BANK LTD,141.13,177.48,62.6,75.9591,620.1171,,13778.8627,20309.2146,17110.4399,80.52898,20.629925,42.72751,3.570875,1.75,20.891274,7.803871,1068.8,14.69,0.45,1232.02,349.04,650.37,219.5305,532.9895,313.459,Private Sector Bank,64.7284201036737,28.0723847904966,14.4,8.2,8.5,1.28805986287968,2013,1.31920602805489,TRUE,0.031146165175205,0,13.0777653365019,ABOVE_100_SUSPECT,123.6930921794,14.4,8.2,5.24131422482317,5.22332743548782,38.9523817758518,64.7284201036737,123.6930921794
2013,TAMILNAD MERCANTILE BANK LTD,177.48,214.45,106.76,118.6179,799.0461,200,16255.99,23684.3232,20223.8111,80.380448,18.858293,45.424708,3.907512,2,24.079428,8.266648,1133.15,15.01,0.66,1610.8423,418.5299,859.5264,249.4309,689.7138,440.2829,Private Sector Bank,50.2168337607834,17.9777341129903,13.8,11.2,7.5,1.31920602805489,2014,2.49663873633985,TRUE,1.17743270828496,1,27.4023892707263,ABOVE_100_SUSPECT,116.311914199114,13.8,11.2,5.45638755164234,5.41917342231536,39.5016796432622,50.2168337607834,116.311914199114
2014,TAMILNAD MERCANTILE BANK LTD,214.45,428.02,209.75,106.7312,927.1715,95,17143.85,26398.2345,22645.6831,75.704716,19.193985,49.142935,3.522877,1.19,14.016298,8.317,1074.71,15.59,1.22,1820.4817,489.2626,882.1734,312.278,613.0449,300.7669,Private Sector Bank,50.9952805943647,5.46174056455497,13,11.9,8,2.49663873633985,2015,1.64812208672778,TRUE,-0.848516649612078,0,6.22734106273535,OK,72.9587402457829,13,11.9,6.38610640092723,6.05378518913893,35.1811624629026,50.9952805943647,72.9587402457829
2015,TAMILNAD MERCANTILE BANK LTD,428.02,318.68,135.53,203.8945,1067.7523,25,19335.9462,29749.4521,25649.8623,75.384211,19.638149,48.888843,3.146796,1.38,15.600694,7.930738,1083.85,13.89,0.67,1952.1048,567.942,883.4267,227.965,607.3669,379.4019,Private Sector Bank,57.4714447094264,12.7864872826116,11,6.5,7.5,1.64812208672778,2016,1.85554668697684,TRUE,0.207424600249068,0,10.8448954079541,OK,71.5341408309276,11,6.5,7.41022760516221,7.15478063868049,34.7632630741904,57.4714447094264,71.5341408309276
2016,TAMILNAD MERCANTILE BANK LTD,318.68,418.94,200.74,185.0986,1212.7215,,22577.7127,35266.3124,30368.865,74.3449341949395,19.4004201342395,52.4415867866013,3.2115743251777,1.23,14.5287957595027,7.71679545100983,1219.78,12.75,0.89,2208.16,636.96,1044.01,323.3994,725.5559,402.1565,Private Sector Bank,52.0838306201365,16.7654919312922,10.5,5.1,6.75,1.85554668697684,2017,2.95207792739335,TRUE,1.0965312404165,1,2.5309397409333,OK,77.1946818160119,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,52.0838306201365,77.1946818160118
2017,TAMILNAD MERCANTILE BANK LTD,418.94,648.64,381.92,166.8705,1291.3341,345,21972.3197,36984.3661,32190.1495,68.2578988954369,23.2323922571407,58.3173004714655,3.18559472074716,0.86,10.2717883418911,7.07259223209151,1234.95,14.02,1.74,2230.1536,705.57,1150.8069,559.0803,875.745,316.6647,Private Sector Bank,41.1198815984213,-2.68137436260317,11.8,4.4,6.25,2.95207792739335,2018,3.65303665824474,TRUE,0.700958730851397,1,-7.86696599785461,OK,86.1926954859398,11.8,4.4,8.256306,7.972023,34.943218,41.1198815984213,86.1926954859398
2018,TAMILNAD MERCANTILE BANK LTD,648.64,868.28,513.29,220.3049,1481.4728,250,23768.7185,37919.9522,32428.3322,73.2961484217187,25.3192515401702,60.849088267001,3.23008640210801,0.59,6.69548865624443,6.28173688581111,1309.04,14.83,2.16,2040.7554,709.8578,1209.7371,784.0853,1006.0015,221.9162,Private Sector Bank,40.8842769613489,8.17573576448554,11,2.2,6,3.65303665824474,2019,4.40996916623223,TRUE,0.756932507987484,1,18.3978971288886,OK,90.3032777445064,11,2.2,6.795383,6.231181,37.452479,40.8842769613489,90.3032777445064
2019,TAMILNAD MERCANTILE BANK LTD,868.28,1168.11,636.51,251.0289,1484.3135,575,26487.9403,40532.7956,35136.2481,75.3863651708448,24.6403960814473,63.275283431532,3.1360334328532,0.68,7.36377222157712,5.76416279462924,1436.94,16.17,2.4,1994.3044,760.2262,1230.1522,625.6866,884.2671,258.5805,Private Sector Bank,45.5094126409328,11.4403382748632,10.6,0.7,6.25,4.40996916623223,2020,3.68375193493673,TRUE,-0.726217231295502,0,23.7585484402292,OK,53.5640136630968,10.6,0.7,6.45,5.81,37.347347,45.5094126409328,53.5640136630968
2020,TAMILNAD MERCANTILE BANK LTD,1168.11,1020.98,497.47,203.5178,1210.8872,1960,27715.7642,42758.7972,36825.0267,75.2633920018312,25.84668811659,66.7037429189847,3.168433585,0.99,10.73172624,5.95207827,1498.85,16.74,1.8,2146.5923,850.9115,1319.5194,587.3318,995.0248,407.693,Private Sector Bank,51.2752453525044,4.63540723096543,6.4,6,4.4,3.68375193493673,2021,3.49145106886044,TRUE,-0.192300866076284,0,26.7453583411458,OK,57.5262786734314,6.4,6,3.871437,3.944641,33.785447,51.2752453525044,57.5262786734314
2021,TAMILNAD MERCANTILE BANK LTD,1020.98,1084.78,613.82,260.2698,1420.0201,618,31069.6034,47527.1685,40970.4168,75.8342380348935,28.521226564627,71.5508431626778,3.406,1.34,14.097,5.272,1663,18.94,1.98,2071.5248,979.6531,1537.5287,598.8945,1202.2238,603.3293,Private Sector Bank,43.4152547060233,12.1008361010663,-1.2,7.3,4,3.49145106886044,2022,1.7046691560593,TRUE,-1.78678191280114,0,12.2981051587444,OK,55.2088441896053,-1.2,7.3,-5.777724706874,-4.145902641222,32.071601,43.4152547060233,55.2088441896053
2022,TAMILNAD MERCANTILE BANK LTD,1084.78,570.92,317.58,362.8175,1750.2962,1434,33491.5428,52858.4881,44933.1146,74.536437,30.501257,72.63822,3.616511,1.66,16.577945,4.68397,1775,22.06,0.95,2018.6309,1111.0354,1815.2292,694.5433,1516.452,821.9087,Private Sector Bank,44.3739928536397,7.7952053935777,18.9,4.2,4,1.7046691560593,2023,1.39840507831788,TRUE,-0.306264077741421,0,7.79520539357771,ABOVE_100_SUSPECT,121.653348980593,18.9,4.2,9.689592491912,9.375448587977,36.663675,44.3739928536397,121.653348980593
2023,TAMILNAD MERCANTILE BANK LTD,570.918549,521.460909,229.8252,480.469735,1622.10194,1198.314689,37289.68931,57895.36586,47766.48605,78.066637,28.755746,72.172346,3.781586,1.97,16.784975,4.23831,1903.7,26.26,0.62,1986.915909,1150.394349,2094.125889,543.582827,1572.841871,1029.259044,Private Sector Bank,55.9266675539048,11.3406137563779,14,6.7,6.5,1.39840507831788,2024,1.44727476120838,TRUE,0.0488696828905,0,-10.6142982334152,ABOVE_100_SUSPECT,104.242296520831,14,6.7,7.609364977704,7.214814133485,35.24891,55.9266675539048,104.242296520831
2024,TAMILNAD MERCANTILE BANK LTD,521.4609092,575.0565363,335.8214398,498.8665738,1731.262569,1049.891566,39733.75006,61552.46,49515.07323,80.245767,29.639558,75.86924,3.601394,1.84,14.438587,5.446754,1939.348616,29.37,0.85,2697.015852,1314.060573,2150.893542,409.7468107,1481.779266,1072.032455,Private Sector Bank,41.6020132627784,6.55425345510876,12,7,6.5,1.44727476120838,2025,1.26440427185889,TRUE,-0.182870489349491,0,27.9365916199684,OK,71.2533089939943,12,7,9.190754930285,8.559254114773,34.642678,41.6020132627784,71.2533089939943
2025,TAMILNAD MERCANTILE BANK LTD,575.0565363,556.1313914,160.4478545,450.3263862,2200.047881,1102.812505,43983.66913,66449.87025,53688.95921,81.923117,26.435554,77.623554,3.595133,1.88,13.970638,5.614575,2059.300619,32.71,0.36,2990.340109,1405.673221,2300.926861,563.1324712,1745.739636,1182.607165,Private Sector Bank,71.149290081236,10.69599286144,9.8,6.7,6.25,1.26440427185889,,,FALSE,,,56.7566373150975,ABOVE_100_SUSPECT,101.258889519323,9.8,6.7,6.49476552384,6.414086697106,,71.149290081236,101.258889519323
2005,UCO BANK,1479.12,1399.35,810.74,259.4566,2718.4313,1245.603,27655.7032,54589.4564,49470.2369,55.903721,29.231964,36.209219,2.862636,0.73,17.862696,4.616886,321,11.26,2.93,2140.4908,1085.3074,1408.2346,492.8427,838.4915,345.6488,Public Sector Bank,42.0631007253368,,14.1,2.6,6,5.05989665090129,2006,3.3034239526157,TRUE,-1.75647269828558,0,78.1672494194014,OK,35.2194018651517,14.1,2.6,7.92293807295951,7.05093547208952,29.739689583569,42.0631007253368,35.2194018651517
2006,UCO BANK,1399.34,1234.74,784.94,201.2465,1830.8997,,37377.5821,61839.3977,54543.7298,68.527734,29.551272,34.98803,2.689627,0.34,8.679335,5.010195,387,11.12,2.1,2788.84,1177.37,1565.75,565.7813,762.4334,196.6521,Public Sector Bank,36.428721836176,35.1532515000378,14,3.9,6.5,3.3034239526157,2007,3.20550076299805,TRUE,-0.0979231896176502,0,35.1532515000378,OK,45.8218977274568,14,3.9,7.92342866735518,8.28129114504204,32.8676900977815,36.428721836176,45.8218977274568
2007,UCO BANK,1234.74,1506.23,1006.06,291.1687,3503.1031,558.9786,46988.9141,74863.8955,64860.0055,72.44667,29.196559,34.631116,2.321664,0.47,12.33649,5.37773,464,11.56,2.14,3623.1642,1192.5713,1586.8955,628.6585,944.7574,316.0989,Public Sector Bank,33.2067479734171,25.7141619655489,17.1,7.8,7.75,3.20550076299805,2008,2.99907987913415,TRUE,-0.206420883863905,0,25.7141619655489,OK,41.7372180875431,17.1,7.8,8.06072889963741,8.05441849702261,33.498253505701,33.2067479734171,41.7372180875431
2008,UCO BANK,1506.23,1651.95,1092.3,212.8919,5489.8248,1521.6052,55081.894,89794.9379,79908.9426,68.930826,25.661403,33.025559,1.807061,0.52,14.750408,6.305433,580,11.02,1.98,5020.8128,1305.9254,1487.7431,541.7909,953.9472,412.1563,Public Sector Bank,33.8781440116226,17.2231686026556,15.1,7.5,7.75,2.99907987913415,2009,2.23753418828657,TRUE,-0.761545690847584,0,33.7395414115582,OK,32.7970519688853,15.1,7.5,7.66082415755608,7.3833652744116,38.7091453329433,33.8781440116226,32.7970519688853
2009,UCO BANK,1651.95,1539.51,812.67,185.6543,6403.2002,730.6588,68803.8649,111664.1678,100221.5665,68.651756,24.110518,31.285853,1.632794,0.59,16.204733,6.578055,732,11.93,1.18,6476.6756,1462.9873,1644.7062,643.8977,1201.6135,557.7158,Public Sector Bank,47.2124247325448,24.9119445674835,12.6,10.2,5,2.23753418828657,2010,2.0198041528719,TRUE,-0.217730035414665,0,-45.0388163829411,OK,41.8248468668602,12.6,10.2,3.08669937408871,4.31239885000613,34.63759214019,47.2124247325448,41.8248468668602
2010,UCO BANK,1539.51,1666.43,966.28,235.5086,7007.2208,427.764,82504.5338,137319.4902,122415.5505,67.397102,24.651306,29.525005,1.86689,0.87,22.08183,5.908697,864,13.21,1.17,7202.196,1584.4211,2324.1256,693.4464,1705.6323,1012.1859,Public Sector Bank,42.0149661251898,19.9126443258858,15.5,13.9,5,2.0198041528719,2011,3.17990726584686,TRUE,1.16010311297496,1,19.9126443258858,OK,41.6126930024064,15.5,13.9,7.86188237155002,6.85655166937235,36.237403409036,42.0149661251898,41.6126930024063
2011,UCO BANK,1666.43,3150.36,1824.55,237.3493,10166.6769,5581.1702,99070.8136,163398.4532,145277.6018,68.194142,22.048224,24.315604,2.557158,0.66,14.355619,5.112142,1069,13.71,1.84,7525.8858,2075.3667,3844.9166,1788.423,2694.9634,906.5404,Public Sector Bank,42.0843967038688,20.0792356940753,19.9,10,6.75,3.17990726584686,2012,3.536610385378,TRUE,0.356703119531139,0,97.9564714452961,OK,56.7688454652802,19.9,10,8.49758687599316,8.02988178640115,40.1198616832315,42.0843967038688,56.7688454652802
2012,UCO BANK,3150.36,4086.2,2263.94,308.4047,7503.1245,4842.198,115540.0102,180498.3991,154003.4897,75.024281,22.3391,25.034229,2.269344,0.69,13.830195,6.648065,1164,12.35,1.96,10730.2703,2056.2348,3902.1012,1702.7477,2811.4215,1108.6738,Public Sector Bank,44.5954676716754,16.6236614009194,14.4,8.2,8.5,3.536610385378,2013,5.55810009303012,TRUE,2.02148970765212,1,22.5015319510686,OK,41.6706891488424,14.4,8.2,5.24131422482317,5.22332743548782,38.9523817758518,44.5954676716754,41.6706891488424
2013,UCO BANK,4086.2,7130.09,4069.31,436.5685,5268.7922,4084.3744,128282.8643,198651.3993,173431.0456,73.967647,32.135447,25.976998,2.416742,0.33,6.757773,7.028211,1189,14.15,3.17,12170.1758,2176.6173,4581.5359,2738.8942,3357.0901,618.1959,Public Sector Bank,42.9276488796074,11.0289535875426,13.8,11.2,7.5,5.55810009303012,2014,4.42651656629994,TRUE,-1.13158352673018,0,13.5169577766162,OK,38.4131785152782,13.8,11.2,5.45638755164234,5.41917342231536,39.5016796432622,42.9276488796074,38.4131785152782
2014,UCO BANK,7130.09,6621.37,3556.42,537.9736,7511.2389,2175.8553,149584.2137,239124.7535,199533.5481,74.966949,29.515987,31.08998,2.768121,0.7,14.44895,6.045434,1361,12.68,2.38,12170.8275,2439.1983,6059.0876,3429.8525,4940.3965,1510.544,Public Sector Bank,46.288758972841,16.6049842402841,13,11.9,8,4.42651656629994,2015,6.9663995194295,TRUE,2.53988295312956,1,12.4478367282274,OK,51.7997408391315,13,11.9,6.38610640092723,6.05378518913893,35.1811624629026,46.288758972841,51.7997408391315
2015,UCO BANK,6621.37,10265.05,6330.58,536.4828,7731.0393,7027.9783,147350.8657,245916.9097,214336.7079,68.747377,29.349926,32.529526,2.293598,0.48,9.571296,6.168651,1377,12.17,4.3,13796.539,2655.7784,5562.4535,3772.4196,4910.2191,1137.7995,Public Sector Bank,38.3287952810751,-1.49303722950278,11,6.5,7.5,6.9663995194295,2016,16.6059083754219,TRUE,9.63950885599238,1,16.6272256139455,OK,36.7501337061193,11,6.5,7.41022760516221,7.15478063868049,34.7632630741904,38.3287952810751,36.7501337061193
2016,UCO BANK,10265.05,20907.73,11443.59,583.8033,7366.1526,4514.7936,125905.3677,244882.5314,207118.2415,60.7891254715969,29.4160722197905,35.7671023266469,1.97556190737887,-1.25,-22.3307215917974,6.03085336551039,1381,9.63,9.09,13712.9508,2840.943,4848.0234,6402.6434,3603.386,-2799.2574,Public Sector Bank,45.2662245016556,-14.5540359726573,10.5,5.1,6.75,16.6059083754219,2017,18.827356816026,TRUE,2.22144844060408,1,-0.819128282209281,OK,30.623331179425,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,45.2662245016556,30.623331179425
2017,UCO BANK,20907.73,22540.95,10703.39,635.7306,8154.5192,2807.6325,119724.4532,231339.7065,201284.5112,59.4802116100427,31.402607196733,35.1513246251351,1.60294123047713,-0.75,-14.6440052965601,5.76432432062792,1348,10.93,8.94,12509.018,3005.1914,3816.7813,4776.748,2926.0808,-1850.6672,Public Sector Bank,52.5157990235549,-4.90917473409674,11.8,4.4,6.25,18.827356816026,2018,28.4264575915055,TRUE,9.59910077547958,1,33.8935908178999,OK,21.1914227217575,11.8,4.4,8.256306,7.972023,34.943218,52.5157990235549,21.1914227217575
2018,UCO BANK,22540.95,30549.92,14082.07,636.3014,7488.7777,2205.7488,107470.0212,216056.1768,181849.2799,59.0984035015692,35.4829034437106,37.3125286030929,1.39684919626528,-1.88,-32.0192346829577,5.26967244054188,1274,10.94,13.1,10895.4025,2911.4858,3124.7229,5770.6096,1334.2403,-4436.3693,Public Sector Bank,53.904723809424,-10.2355297288591,11,2.2,6,28.4264575915055,2019,30.094827979483,TRUE,1.66837038797745,1,18.3855187111987,OK,18.8891152579123,11,2.2,6.795383,6.231181,37.452479,53.904723809424,18.8891152579123
2019,UCO BANK,30549.92,29888.33,9649.92,585.0833,8237.927,9946.9391,99313.8423,230484.0802,197906.7817,50.1821319344915,43.4501321083329,37.469705972699,1.93091383471838,-1.84,-26.7160360390372,4.91329579345943,1369,10.7,9.72,10019.4785,3064.4243,4311.1538,7081.327,2760.2441,-4321.0829,Public Sector Bank,67.7134185817675,-7.58925959902946,10.6,0.7,6.25,30.094827979483,2020,19.0581590150788,TRUE,-11.0366689644042,0,92.2413631874277,OK,23.6926151444393,10.6,0.7,6.45,5.81,37.347347,67.7134185817675,23.6926151444393
2020,UCO BANK,29888.33,19281.95,5510.66,923.4231,5853.3053,3796.9225,101174.2529,235908.1513,193203.4435,52.3666923669505,39.4128883111755,41.5877833974102,2.18368693,-0.96,-13.31575872,4.760140441,1370,11.7,5.45,10042.0601,3127.8875,5092.2731,7272.4275,4835.5986,-2436.8289,Public Sector Bank,71.4206291376132,1.87326414618036,6.4,6,4.4,19.0581590150788,2021,10.1944383302648,TRUE,-8.86372068481402,0,1.87326414618036,OK,37.7162449855953,6.4,6,3.871437,3.944641,33.785447,71.4206291376132,37.7162449855953
2021,UCO BANK,19281.95,11351.97,4389.51,809.6269,8635.7875,2209.0246,111354.5409,253336.1092,205919.3944,54.0767620381075,39.155960678175,44.9483432785631,2.24,0.06,0.852,4.243,1470,13.74,3.94,8966.4518,4754.8089,5479.698,3982.0297,4149.0637,167.034,Public Sector Bank,61.3326145153661,10.0621331101522,-1.2,7.3,4,10.1944383302648,2022,8.33772819111159,TRUE,-1.85671013915321,0,35.2930647340848,OK,35.0778737082639,-1.2,7.3,-5.777724706874,-4.145902641222,32.071601,61.3326145153661,35.0778737082639
2022,UCO BANK,11351.97,10237.43,3315.78,916.7094,9370.8375,5755.7133,122784.4056,267784.0157,224072.8983,54.796634,39.420611,42.646315,2.484245,0.33,4.264978,3.766687,1633,13.74,2.7,8508.3895,4776.3226,6472.9493,3867.6702,4797.4336,929.7634,Public Sector Bank,67.6112071095968,10.2643903047154,18.9,4.2,4,8.33772819111159,2023,4.95698411616692,TRUE,-3.38074407494467,0,17.5682330760167,OK,37.7796986157659,18.9,4.2,9.689592491912,9.375448587977,36.663675,67.6112071095968,37.7796986157659
2023,UCO BANK,10237.43,7726.46,2018.02,914.2317,9385.7827,658.6629,155870.1787,300862.9865,249337.737,62.513673,36.787103,39.410735,2.582666,0.62,7.546244,3.978218,1890,16.51,1.29,10307.3933,5510.915,7343.125,2478.3305,4340.6681,1862.3376,Public Sector Bank,73.8817000282147,26.9462338790684,14,6.7,6.5,4.95698411616692,2024,3.55084263994832,TRUE,-1.40614147621861,0,22.1874799382426,OK,32.0758859814197,14,6.7,7.609364977704,7.214814133485,35.24891,73.8817000282147,32.0758859814197
2024,UCO BANK,7726.46,6463.31,1621.65,716.8202,9480.352,1500,182021.8651,323691.4516,263129.7727,69.175701,37.453633,37.855165,2.594099,0.56,6.226295,4.618109,2093,16.98,0.89,13753.5555,6790.0639,8100.7803,2922.5017,4576.2458,1653.7441,Public Sector Bank,74.9099145793719,16.7778638724304,12,7,6.5,3.55084263994832,2025,2.75108726501014,TRUE,-0.799755374938177,0,25.2323195786483,OK,45.2167960379434,12,7,9.190754930285,8.559254114773,34.642678,74.9099145793719,45.2167960379434
2025,UCO BANK,6463.31,5918.54,1068.31,587.3965,9771.5187,7297.4957,215134.5788,362481.0826,293542.1782,73.289154,35.826174,37.06249,2.806899,0.76,8.378751,4.695046,2435,18.49,0.49,15436.8273,7999.4083,9630.0841,3592.3208,6037.3101,2444.9893,Public Sector Bank,81.9497713963241,18.1916132338323,9.8,6.7,6.25,2.75108726501014,,,FALSE,,,4.28774222237425,OK,60.6960635562149,9.8,6.7,6.49476552384,6.414086697106,,81.9497713963241,60.6960635562149
2005,UNION BANK OF INDIA,2346.84,2058.15,1060.38,169.7648,3477.4128,989.9748,40105.0794,72413.2483,61830.5899,64.862845,32.681649,42.495797,3.158505,1.1,21.459468,4.823083,343.08,12.09,2.64,2905.2366,1257.4881,2064.5554,854.1062,1573.1671,719.0609,Public Sector Bank,48.4789738357263,,14.1,2.6,6,5.13189359251088,2006,3.93040794459116,TRUE,-1.20148564791972,0,37.9900030541959,OK,41.4987343002211,14.1,2.6,7.92293807295951,7.05093547208952,29.739689583569,48.4789738357263,41.4987343002211
2006,UNION BANK OF INDIA,2058.15,2098.05,833.95,197.179,4190.0938,467.2,53379.9552,89126.0392,74094.2977,72.04327,32.358036,38.096038,2.939577,0.84,16.523113,4.643806,436.47,11.41,1.56,3489.4222,1402.4239,2374.2861,791.1676,1466.3508,675.1832,Public Sector Bank,60.2511856247468,33.100235677379,14,3.9,6.5,3.93040794459116,2007,3.0016464045436,TRUE,-0.928761540047556,0,33.100235677379,OK,37.7096637353733,14,3.9,7.92342866735518,8.28129114504204,32.8676900977815,60.2511856247468,37.7096637353733
2007,UNION BANK OF INDIA,2098.05,1872.62,601.22,278.7441,5638.8287,890,62386.4289,102677.8758,85180.2191,73.240512,34.498189,39.872485,2.909449,0.92,17.344784,5.073209,509.21,12.8,0.96,4591.9601,1475.9307,2790.2189,1155.4425,2000.8295,845.386999999999,Public Sector Bank,67.8941803462528,16.8723890199144,17.1,7.8,7.75,3.0016464045436,2008,2.23060317347776,TRUE,-0.77104323106584,0,16.8723890199144,OK,61.7019203041728,17.1,7.8,8.06072889963741,8.05441849702261,33.498253505701,67.8941803462528,61.7019203041728
2008,UNION BANK OF INDIA,1872.62,1656.6,127.57,345.7869,9108.9545,,74266.9077,123991.8836,103858.645,71.50768,34.858961,38.057833,2.517924,1.26,22.125969,6.086746,620,12.51,0.17,6360.95,1592.99,2853.69,1193.3082,2580.3374,1387.0292,Public Sector Bank,92.2992876976941,19.0433705045746,15.1,7.5,7.75,2.23060317347776,2009,1.9924020299945,TRUE,-0.238201143483264,0,34.7324261223665,OK,72.0335747917421,15.1,7.5,7.66082415755608,7.3833652744116,38.7091453329433,92.2992876976941,72.0335747917421
2009,UNION BANK OF INDIA,1656.6,1923.35,325.94,421.0169,8571.0314,1549.1559,96534.2321,160975.5115,138702.8325,69.597881,30.072329,33.128565,2.676493,1.27,21.463787,6.092905,694,13.27,0.34,8075.8131,2214.1146,3813.5656,1355.4496,3082.0024,1726.5528,Public Sector Bank,83.0535263992513,29.9828350063376,12.6,10.2,5,1.9924020299945,2010,2.23851428219114,TRUE,0.246112252196639,0,5.31412405388734,OK,70.4733719811787,12.6,10.2,3.08669937408871,4.31239885000613,34.63759214019,83.0535263992513,70.4733719811787
2010,UNION BANK OF INDIA,1923.35,2670.89,965.33,392.6147,12075.6296,1549.4355,119315.2986,195161.843,170039.7414,70.169066,31.731979,35.041375,2.354379,1.25,21.654185,5.524192,853,12.51,0.81,9110.2674,2507.8475,4192.4117,1584.3856,3659.3043,2074.9187,Public Sector Bank,63.857365896761,23.5989513817244,15.5,13.9,5,2.23851428219114,2011,2.39943968557759,TRUE,0.160925403386455,0,23.5989513817244,OK,59.3205111404813,15.5,13.9,7.86188237155002,6.85655166937235,36.237403409036,63.857365896761,59.3205111404813
2011,UNION BANK OF INDIA,2670.89,3622.82,1803.44,401.9579,17208.4953,,150986.0832,235984.447,202461.2853,74.575286,31.762701,32.041869,2.883568,1.05,17.956874,5.121027,1043,12.95,1.19,10236.42,3950,6216.2,2223.0373,4304.9845,2081.9472,Public Sector Bank,50.2199943690274,26.5437751668167,19.9,10,6.75,2.39943968557759,2012,3.06374872621866,TRUE,0.664309040641073,1,-3.722437385217,OK,61.3620687751531,19.9,10,8.49758687599316,8.02988178640115,40.1198616832315,50.2199943690274,61.3620687751531
2012,UNION BANK OF INDIA,3622.82,5449.86,3025.03,627.326,11006.2347,64.3684,177882.0813,262211.4375,222868.9457,79.814656,31.276263,23.866083,2.727066,0.79,13.045941,6.303703,1070,11.85,1.7,14235.3856,3987.5173,6793.0664,3466.6168,5253.7529,1787.1361,Public Sector Bank,44.4934365286448,17.8135610448102,14.4,8.2,8.5,3.06374872621866,2013,3.03400465000401,TRUE,-0.0297440762146519,0,5.99763364009431,OK,63.6092817063191,14.4,8.2,5.24131422482317,5.22332743548782,38.9523817758518,44.4934365286448,63.6092817063191
2013,UNION BANK OF INDIA,5449.86,6313.83,3353.37,775.2787,9987.639,,208102.186,312133.7676,263761.573,78.897841,30.950279,26.602488,2.626587,0.79,13.516938,6.802385,1215,11.45,1.61,17581.86,4512.16,7542.84,3424.7711,5582.6994,2157.9283,Public Sector Bank,46.8884971562427,16.9888414162602,13.8,11.2,7.5,3.03400465000401,2014,4.17440210210238,TRUE,1.14039745209837,1,16.9888414162602,OK,54.2423711123043,13.8,11.2,5.45638755164234,5.41917342231536,39.5016796432622,46.8884971562427,54.2423711123043
2014,UNION BANK OF INDIA,6313.83,9563.74,5340.25,784.6544,17635.023,,229104.4266,353780.9023,297675.6397,76.964453,29.495376,30.40282,2.366467,0.52,9.483533,7.067309,1376,10.8,2.33,21470.07,5482.76,7879.33,3521.9017,5218.105,1696.2033,Public Sector Bank,44.1614891245475,10.0922729374885,13,11.9,8,4.17440210210238,2015,5.09706133337058,TRUE,0.922659231268202,1,11.7637696819453,OK,36.825569285656,13,11.9,6.38610640092723,6.05378518913893,35.1811624629026,44.1614891245475,36.825569285656
2015,UNION BANK OF INDIA,9563.74,13030.87,6918.97,1006.9307,14056.1476,,255654.5654,381615.9307,316869.9172,80.681236,29.239297,33.582493,2.296419,0.49,9.319115,7.037677,1446,10.22,2.71,23640.07,6143.43,8443.9,4041.8304,5823.4699,1781.6395,Public Sector Bank,46.9032382335178,11.5886625125558,11,6.5,7.5,5.09706133337058,2016,9.0407810723704,TRUE,3.94371973899982,1,5.52274975667415,OK,31.0173488032649,11,6.5,7.41022760516221,7.15478063868049,34.7632630741904,46.9032382335178,31.0173488032649
2016,UNION BANK OF INDIA,13030.87,24170.89,14025.94,1124.814,14479.9069,361.976,267354.0019,404695.9024,342720.0092,78.0094522418098,32.351704021838,35.5515349029829,2.1144534140421,0.35,6.33780120986712,6.69429405039501,1551,10.56,5.25,23885.7021,6302.2157,8313.0987,4291.0161,5642.6184,1351.6023,Public Sector Bank,41.9717685199014,4.5762673870873,10.5,5.1,6.75,9.0407810723704,2017,11.7683118055339,TRUE,2.72753073316355,1,17.4714687501147,OK,17.7528262302298,10.5,5.1,7.99625378567371,8.02848944993222,34.4549951026575,41.9717685199014,17.7528262302298
